scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
75,Seoudi Supermarket,Hedya Oil,175.75,,EGP,Hedaya,Other Oil,Oil,Other Oil,2.1,L,https://seoudisupermarket.com/en/hedya-oil-2-1-liter,In Stock,,2026-09-14 18:21:31.560366
76,Seoudi Supermarket,Afia Corn Oil,95.25,,EGP,Afia,Corn Oil,Oil,Corn Oil,700.0,ml,https://seoudisupermarket.com/en/afia-corn-oil-700-ml,In Stock,,2026-09-14 18:21:31.561367
77,Seoudi Supermarket,Spritz Sunflower Oil Spray,179.95,,EGP,Spritz,Sunflower Oil,Oil,Sunflower Oil,200.0,ml,https://seoudisupermarket.com/en/spritz-sunflower-oil-spray-200-ml,In Stock,,2026-09-14 18:21:31.562366
78,Seoudi Supermarket,Karma Foods Black Seed Oil,264.95,,EGP,Karma Foods,Black Seed Oil,Oil,Black Seed Oil,250.0,ml,https://seoudisupermarket.com/en/karma-foods-black-seed-oil-250-ml,In Stock,,2026-09-14 18:21:31.562366
79,Seoudi Supermarket,Helwa Cooking Oil,55.0,64.25,EGP,Helwa,Cooking Oil,Oil,Cooking Oil,700.0,ml,https://seoudisupermarket.com/en/helwa-cooking-oil-700-ml,In Stock,,2026-09-14 18:21:31.563366,14.0
80,Seoudi Supermarket,Qalyea Cooking Oil,175.75,,EGP,Qaleya,Cooking Oil,Oil,Cooking Oil,2.1,L,https://seoudisupermarket.com/en/qalyea-cooking-oil-2-1-liter,In Stock,,2026-09-14 18:21:31.564366
81,Seoudi Supermarket,Al Asil Oil for Cooking & Frying,146.75,,EGP,Al Asil,Mixed Oil,Oil,Mixed Oil,1.5,L,https://seoudisupermarket.com/en/al-asil-sunflower-oil-1-5-liter,In Stock,,2026-09-14 18:21:31.565366
82,Seoudi Supermarket,Karma Foods Sesame Oil,164.95,,EGP,Karma Foods,Sesame Oil,Oil,Sesame Oil,250.0,ml,https://seoudisupermarket.com/en/karma-foods-sesame-oil-250-ml,In Stock,,2026-09-14 18:21:31.565366
83,Seoudi Supermarket,Helwa Sunflower Oil,456.5,,EGP,Helwa,Sunflower Oil,Oil,Sunflower Oil,4.5,L,https://seoudisupermarket.com/en/helwa-sunflower-oil-4-5-liter,In Stock,,2026-09-14 18:21:31.566366
84,Seoudi Supermarket,Karma Foods Pure Virgin Olive Oil,274.95,,EGP,Karma Foods,Olive Oil,Oil,Olive Oil,500.0,ml,https://seoudisupermarket.com/en/karma-foods-pure-virgin-olive-oil-500-ml,In Stock,,2026-09-14 18:21:31.567367
85,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,1631.95,,EGP,Wadi Food,Olive Oil,Oil,Olive Oil,2.0,L,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-2-liter,In Stock,,2026-09-14 18:21:31.568367
86,Seoudi Supermarket,Katfa Sunflower Oil + Corn Oil,134.95,180.0,EGP,Katfa,Sunflower Oil,Oil,Sunflower Oil,700.0,ml,https://seoudisupermarket.com/en/katfa-sunflower-oil-700-ml-corn-oil-700-ml,Out of Stock,,2026-09-14 18:21:31.568367,25.0
87,Seoudi Supermarket,Imtenan Natural Coconut Oil,294.95,,EGP,Imtenan,Coconut Oil,Oil,Coconut Oil,250.0,ml,https://seoudisupermarket.com/en/imtenan-natural-coconut-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.569367
88,Seoudi Supermarket,Imtenan Sesame Oil,249.95,,EGP,Imtenan,Sesame Oil,Oil,Sesame Oil,250.0,ml,https://seoudisupermarket.com/en/imtenan-sesame-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.569367
89,Seoudi Supermarket,Le Blanc Sunflower Oil,309.95,339.95,EGP,Le Blanc,Sunflower Oil,Oil,Sunflower Oil,3.0,L,https://seoudisupermarket.com/en/le-blanc-sunflower-oil-3-liter,Out of Stock,,2026-09-14 18:21:31.570367,9.0
90,Seoudi Supermarket,lliada Gold Extra Virgin Olive Oil,1124.95,,EGP,Iliada,Olive Oil,Oil,Olive Oil,1.0,L,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%8A%D8%A7%D8%AF%D8%A7-%D8%AC%D9%88%D9%84%D8%AF-%D8%A7%D9%83%D8%B3%D8%AA%D8%B1%D8%A7-%D9%81%D9%8A%D8%B1%D8%AC%D9%86-1%D9%84%D8%AA%D8%B1-5201043112476,Out of Stock,,2026-09-14 18:21:31.571371
91,Seoudi Supermarket,Seoudi Extra Virgin Olive Oil,499.0,,EGP,Seoudi,Olive Oil,Oil,Olive Oil,500.0,ml,https://seoudisupermarket.com/en/seoudi-extra-virgin-olive-oil-500-ml,Out of Stock,,2026-09-14 18:21:31.571371
92,Seoudi Supermarket,Borges Extra Virgin Olive Oil,554.95,,EGP,Borges,Olive Oil,Oil,Olive Oil,500.0,ml,https://seoudisupermarket.com/en/borges-extra-virgin-olive-oil-500ml,Out of Stock,,2026-09-14 18:21:31.572371
93,Seoudi Supermarket,Katfa Sunflower Oil,204.95,227.75,EGP,Katfa,Sunflower Oil,Oil,Sunflower Oil,2.1,L,https://seoudisupermarket.com/en/katfa-sunflower-oil-2-1-liters,Out of Stock,,2026-09-14 18:21:31.573370,10.0
94,Seoudi Supermarket,Katfa Corn Oil,174.95,197.45,EGP,Katfa,Corn Oil,Oil,Corn Oil,1.5,L,https://seoudisupermarket.com/en/katfa-corn-oil-1-5-liters,Out of Stock,,2026-09-14 18:21:31.573370,11.0
95,Seoudi Supermarket,Monini Basil Olive Oil,327.75,,EGP,Monini,Olive Oil,Oil,Olive Oil,250.0,ml,https://seoudisupermarket.com/en/monini-basil-olive-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.574371
96,Seoudi Supermarket,iliada Extra Olive Oil,354.95,,EGP,Iliada,Olive Oil,Oil,Olive Oil,250.0,g,https://seoudisupermarket.com/en/iliada-extra-olive-oil-250-g,Out of Stock,,2026-09-14 18:21:31.574371
97,Seoudi Supermarket,Isis Extra Virgin Olive Oil,574.95,674.95,EGP,Isis,Olive Oil,Oil,Olive Oil,750.0,ml,https://seoudisupermarket.com/en/isis-extra-virgin-olive-oil-750-ml,Out of Stock,,2026-09-14 18:21:31.575370,15.0
98,Seoudi Supermarket,Karma Foods Virgin Olive Oil,519.95,,EGP,Karma Foods,Olive Oil,Oil,Olive Oil,1.0,L,https://seoudisupermarket.com/en/karma-foods-virgin-olive-oil-1-liter,Out of Stock,,2026-09-14 18:21:31.575370
99,Seoudi Supermarket,Slite Sunflower Oil,61.95,,EGP,Slite,Sunflower Oil,Oil,Sunflower Oil,700.0,ml,https://seoudisupermarket.com/en/slite-sunflower-oil-700-ml,Out of Stock,,2026-09-14 18:21:31.576373
100,Seoudi Supermarket,Devine Coconut Oil for Cooking,199.95,,EGP,Divine,Coconut Oil,Oil,Coconut Oil,300.0,ml,https://seoudisupermarket.com/en/devine-coconut-oil-for-cooking-300-ml,Out of Stock,,2026-09-14 18:21:38.843671
101,Seoudi Supermarket,Fahd Mixed Oil for Cooking & Frying,48.45,,EGP,Fahd,Mixed Oil,Oil,Mixed Oil,700.0,ml,https://seoudisupermarket.com/en/fahd-mixed-oil-700-ml,Out of Stock,,2026-09-14 18:21:38.844671
