scrape_id,store,product_name,current_price,original_price,currency,brand,product_type,category,subcategory,weight_value,weight_unit,product_url,availability,search_term_ar,scraped_at,discount
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Walimah Indian Mazza Basmati Rice,742.95,824.45,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/al-walimah-sella-basmati-rice-5-kg,Out of Stock,,2026-09-14 18:09:13,10.0
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Scotti Carnaroli Rice,399.75,,EGP,Scotty,Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/scotti-carnaroli-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Elmatbakh Rice,34.95,,EGP,"Elmatbakh ",Other Rice,Rice,Regular Rice,1,kg,https://seoudisupermarket.com/en/elmatbakh-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Gallo Risotto Saffron Rice,155.95,,EGP,Gallo,Other Rice,Rice,Regular Rice,175,g,https://seoudisupermarket.com/en/gallo-risotto-saffron-rice-175-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Al Doha Mexican Rice,59.45,,EGP,Al Doha,Other Rice,Rice,Regular Rice,238,g,https://seoudisupermarket.com/en/al-doha-mexican-rice-238-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Seoudi Basmati Rice,665.0,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,5,kg,https://seoudisupermarket.com/en/seoudi-basmati-rice-5-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Gallo Risotto Four Cheese Rice,155.95,,EGP,Gallo,Other Rice,Rice,Regular Rice,175,g,https://seoudisupermarket.com/en/gallo-risotto-four-cheese-rice-175-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Mazza Risotto Rice with Mushrooms,538.25,,EGP,Mazza,Other Rice,Rice,Regular Rice,300,g,https://seoudisupermarket.com/en/mazza-risotto-rice-with-mushrooms-300-g,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Abu Kas Basmati Rice,1660.0,,EGP,Abu Kas,Basmati Rice,Rice,Basmati Rice,10,kg,https://seoudisupermarket.com/en/abu-kas-basmati-rice-10-kg,Out of Stock,,2026-09-14 18:09:13
cdcdcde1-eb29-462b-a6c9-b8aa6f0b8762,Seoudi Supermarket,Seoudi Basmati Rice,139.0,,EGP,Basmati,Basmati Rice,Rice,Basmati Rice,1,kg,https://seoudisupermarket.com/en/seoudi-basmati-rice-1-kg,Out of Stock,,2026-09-14 18:09:13
