scrape_id,store,product_name,brand,current_price,original_price,currency,product_type,category,subcategory,weight_value,weight_unit,discount,product_url,availability,scraped_at
982,Seoudi Supermarket,Dina Farms Chocolate Milk,Dina Farms,60.5,,EGP,Flavored Milk,Milk,,850,ml,,https://seoudisupermarket.com/en/dina-farms-chocolate-milk-850-ml,Out of Stock,9/14/2026 18:16
983,Seoudi Supermarket,Dina Farms Strwaberry Milk,Dina Farms,19.95,,EGP,Fresh Milk,Milk,,250,ml,,https://seoudisupermarket.com/en/dina-farms-strwaberry-milk-250-ml,Out of Stock,9/14/2026 18:16
984,Seoudi Supermarket,Coco Royal Coconut Milk with Strawberry Flavor,Coco Royal,79.75,,EGP,Plant-Based Milk,Milk,,290,ml,,https://seoudisupermarket.com/en/coco-royal-coconut-milk-with-strawberry-flavor-290-ml,Out of Stock,9/14/2026 18:16
985,Seoudi Supermarket,Happy Day Sweetened Condensed Milk,Happy Day,119.95,,EGP,Condensed Milk,Milk,,397,g,,https://seoudisupermarket.com/en/happy-day-sweetened-condensed-milk-397-g,Out of Stock,9/14/2026 18:16
986,Seoudi Supermarket,Afia Sunflower Oil,Afia,474.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,4.5,l,,https://seoudisupermarket.com/en/afia-sunflower-oil-4-5-liters,In Stock,9/14/2026 18:21
987,Seoudi Supermarket,Wadi Food Virgin Olive Oil,Wadi Food,824.75,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/wadi-food-virgin-olive-oil-1-liter-with-500-ml,In Stock,9/14/2026 18:21
988,Seoudi Supermarket,Seoudi Extra Virgin Olive Oil,Seoudi,699,,EGP,Olive Oil,Oil,Olive Oil,750,ml,,https://seoudisupermarket.com/en/seoudi-extra-virgin-olive-oil-750-ml,In Stock,9/14/2026 18:21
989,Seoudi Supermarket,Seoudi Extra Virgin Olive Oil,Seoudi,279,,EGP,Olive Oil,Oil,Olive Oil,250,ml,,https://seoudisupermarket.com/en/seoudi-extra-virgin-olive-oil-250-ml,In Stock,9/14/2026 18:21
990,Seoudi Supermarket,"Zitouna Extra Virgin Olive Oil, Plastic Bottle",Zitouna,609.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/zitouna-extra-virgin-olive-oil-plastic-bottle-1-liter,In Stock,9/14/2026 18:21
991,Seoudi Supermarket,King Rice Bran Oil,King,519.95,,EGP,Rice Bran Oil,Oil,Rice Bran Oil,2,l,,https://seoudisupermarket.com/en/king-rice-bran-oil-2-liter,In Stock,9/14/2026 18:21
992,Seoudi Supermarket,Qaleya Cooking Oil,Qaleya,57,64,EGP,Cooking Oil,Oil,Cooking Oil,700,ml,11,https://seoudisupermarket.com/en/qaleya-cooking-oil-700-ml,In Stock,9/14/2026 18:21
993,Seoudi Supermarket,Marvel Greek Olive Oil,Marvel,399.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/marvel-greek-olive-oil-500-ml,In Stock,9/14/2026 18:21
994,Seoudi Supermarket,Crystal Corn Oil,Crystal,210.25,,EGP,Corn Oil,Oil,Corn Oil,1.6,l,,https://seoudisupermarket.com/en/crystal-corn-oil-1-6-liter,In Stock,9/14/2026 18:21
995,Seoudi Supermarket,"Zitouna Excellent Olive Oil, Glass Bottle",Zitouna,327.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/zitouna-excellent-olive-oil-glass-bottle-500-ml,In Stock,9/14/2026 18:21
996,Seoudi Supermarket,Afia Sunflower Oil,Afia,77.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,,https://seoudisupermarket.com/en/afia-sunflower-oil-700-ml,In Stock,9/14/2026 18:21
997,Seoudi Supermarket,Crystal Sunflower Oil,Crystal,237.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,2.2,l,,https://seoudisupermarket.com/en/crystal-sunflower-oil-2-2-liter,In Stock,9/14/2026 18:21
998,Seoudi Supermarket,Karma Foods Flaxseed Oil,Karma Foods,84.95,,EGP,Flaxseed Oil,Oil,Flaxseed Oil,250,ml,,https://seoudisupermarket.com/en/karma-foods-flaxseed-oil-250-ml,In Stock,9/14/2026 18:21
999,Seoudi Supermarket,Wadi Food Virgin Olive Oil,Wadi Food,394.95,446.95,EGP,Olive Oil,Oil,Olive Oil,500,ml,12,https://seoudisupermarket.com/en/wadi-food-virgin-olive-oil-500-ml,In Stock,9/14/2026 18:21
1000,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,Wadi Food,424.45,482.45,EGP,Olive Oil,Oil,Olive Oil,500,ml,12,https://seoudisupermarket.com/en/%D9%88%D8%A7%D8%AF%D9%89-%D9%81%D9%88%D8%AF-%D8%B2%D9%8A%D8%AA-%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D9%85%D9%85%D8%AA%D8%A7%D8%B2500%D9%85%D9%84-6223000190630,In Stock,9/14/2026 18:21
1001,Seoudi Supermarket,Crystal Sunflower Oil Spray,Crystal,24.5,,EGP,Sunflower Oil,Oil,Sunflower Oil,200,ml,,https://seoudisupermarket.com/en/crystal-sunflower-oil-spray-200-ml,In Stock,9/14/2026 18:21
1002,Seoudi Supermarket,Hedaya Mixed Oil,Hedaya,366.75,,EGP,Mixed Oil,Oil,Mixed Oil,4.5,l,,https://seoudisupermarket.com/en/hedaya-cooking-oil-4-5-liter,In Stock,9/14/2026 18:21
1003,Seoudi Supermarket,Hedeya Cooking Oil,Hedaya,57,64,EGP,Cooking Oil,Oil,Cooking Oil,700,ml,11,https://seoudisupermarket.com/en/hedeya-cooking-oil-700-ml,In Stock,9/14/2026 18:21
1004,Seoudi Supermarket,iliada Extra Virgin Olive Oil,Iliada,593.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/iliada-extra-virgin-olive-oil-500-ml,In Stock,9/14/2026 18:21
1005,Seoudi Supermarket,Khoshala Extra Virgin Olive Oil,Khoshala,354.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/khoshala-extra-virgin-olive-oil-500-ml,In Stock,9/14/2026 18:21
1006,Seoudi Supermarket,Slite Sunflower Oil,Slite,214.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,2.1,l,,https://seoudisupermarket.com/en/slite-sunflower-oil-2-1-liter,In Stock,9/14/2026 18:21
1007,Seoudi Supermarket,Afia Corn Plus Oil,Afia,201,,EGP,Corn Oil,Oil,Corn Oil,1.6,l,,https://seoudisupermarket.com/en/afia-corn-plus-oil-1-6-liter,In Stock,9/14/2026 18:21
1008,Seoudi Supermarket,Borges Extra Virgin Olive Oil,Borges,907.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/borges-extra-virgin-olive-oil-1-liter,Out of Stock,9/14/2026 18:21
1009,Seoudi Supermarket,Slite Sunflower Oil,Slite,70.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,675,ml,,https://seoudisupermarket.com/en/slite-sunflower-oil-675-ml,In Stock,9/14/2026 18:21
1010,Seoudi Supermarket,Afia Plus Corn Oil,Afia,89.75,,EGP,Corn Oil,Oil,Corn Oil,700,ml,,https://seoudisupermarket.com/en/afia-plus-corn-oil-700-ml,In Stock,9/14/2026 18:21
1011,Seoudi Supermarket,Crystal Corn Oil,Crystal,95.25,,EGP,Corn Oil,Oil,Corn Oil,700,ml,,https://seoudisupermarket.com/en/crystal-corn-oil-700-ml,In Stock,9/14/2026 18:21
1012,Seoudi Supermarket,"Zitouna Extra Virgin Olive Oil, Glass Bottle",Zitouna,644.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/zitouna-extra-virgin-olive-oil-glass-bottle-1-liter,In Stock,9/14/2026 18:21
1013,Seoudi Supermarket,Wadi Food Extra Virgin Olive oil,Wadi Food,553.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-500-ml,In Stock,9/14/2026 18:21
1014,Seoudi Supermarket,Hla Sunflower Oil,Hla,507.45,,EGP,Sunflower Oil,Oil,Sunflower Oil,5,l,,https://seoudisupermarket.com/en/hla-sunflower-oil-5-liter,In Stock,9/14/2026 18:21
1015,Seoudi Supermarket,Spritz Truffle Oil Spray,Spritz,239.95,,EGP,Truffle Oil,Oil,Truffle Oil,200,ml,,https://seoudisupermarket.com/en/spritz-truffle-oil-spray-200-ml,In Stock,9/14/2026 18:21
1016,Seoudi Supermarket,El Momtaz Mixed Oil for Cooking & Frying,El Momtaz,64.25,,EGP,Mixed Oil,Oil,Mixed Oil,700,ml,,https://seoudisupermarket.com/en/el-momtaz-cooking-oil-700-ml,In Stock,9/14/2026 18:21
1017,Seoudi Supermarket,Terra Olive Oil Spray,Terra,399.95,,EGP,Olive Oil,Oil,Olive Oil,200,ml,,https://seoudisupermarket.com/en/terra-olive-oil-spray-200-ml,In Stock,9/14/2026 18:21
1018,Seoudi Supermarket,Spritz Olive Oil Spray,Spritz,349.95,,EGP,Olive Oil,Oil,Olive Oil,200,ml,,https://seoudisupermarket.com/en/spritz-olive-oil-spray-200-ml,In Stock,9/14/2026 18:21
1019,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying,Sunny,163.95,,EGP,Mixed Oil,Oil,Mixed Oil,1.75,l,,https://seoudisupermarket.com/en/sunny-mixed-oil-for-cooking-frying-1-75-liter,In Stock,9/14/2026 18:21
1020,Seoudi Supermarket,Slite Sunflower Oil,Slite,157.75,,EGP,Sunflower Oil,Oil,Sunflower Oil,1.5,l,,https://seoudisupermarket.com/en/slite-sunflower-oil-1-5-liter,In Stock,9/14/2026 18:21
1021,Seoudi Supermarket,Karma Foods Coconut Oil,Karma Foods,109.95,,EGP,Coconut Oil,Oil,Coconut Oil,250,ml,,https://seoudisupermarket.com/en/karma-foods-coconut-oil-250-ml,In Stock,9/14/2026 18:21
1022,Seoudi Supermarket,Afia Corn Oil,Afia,210.25,,EGP,Corn Oil,Oil,Corn Oil,1.6,l,,https://seoudisupermarket.com/en/afia-corn-oil-1-6-liter,In Stock,9/14/2026 18:21
1023,Seoudi Supermarket,Wadi Food Virgin Olive Oil,Wadi Food,734.95,824.75,EGP,Olive Oil,Oil,Olive Oil,1,l,11,https://seoudisupermarket.com/en/wadi-food-virgin-olive-oil-1-liter,In Stock,9/14/2026 18:21
1024,Seoudi Supermarket,Al Asil Oil for Cooking & Frying,Al Asil,217.95,,EGP,Mixed Oil,Oil,Mixed Oil,2.25,l,,https://seoudisupermarket.com/en/al-asil-sunflower-oil-2-25-liter,In Stock,9/14/2026 18:21
1025,Seoudi Supermarket,King Rice Bran Oil,King,264.95,,EGP,Rice Bran Oil,Oil,Rice Bran Oil,1,l,,https://seoudisupermarket.com/en/king-rice-bran-oil-1-liter,In Stock,9/14/2026 18:21
1026,Seoudi Supermarket,Karma Foods Sweet Almond Oil,Karma Foods,139.95,,EGP,Sweet Almond Oil,Oil,Sweet Almond Oil,250,ml,,https://seoudisupermarket.com/en/karma-foods-sweet-almond-oil-250-ml,In Stock,9/14/2026 18:21
1027,Seoudi Supermarket,Hedaya Oil,Hedaya,77,83.95,EGP,Other Oil,Oil,Other Oil,1,l,8,https://seoudisupermarket.com/en/hedaya-oil-1-liter,In Stock,9/14/2026 18:21
1028,Seoudi Supermarket,Zitouna Extra Virgin Olive Oil,Zitouna,162.95,,EGP,Olive Oil,Oil,Olive Oil,250,ml,,https://seoudisupermarket.com/en/zitouna-extra-virgin-olive-oil-250-ml,In Stock,9/14/2026 18:21
1029,Seoudi Supermarket,Qalyea Cooking Oil,Qaleya,77,83.95,EGP,Cooking Oil,Oil,Cooking Oil,1,l,8,https://seoudisupermarket.com/en/qalyea-cooking-oil-1-liter,In Stock,9/14/2026 18:21
1030,Seoudi Supermarket,Gold River Organic Olive Oil,Gold River,219.95,,EGP,Olive Oil,Oil,Olive Oil,250,ml,,https://seoudisupermarket.com/en/gold-river-organic-olive-oil-250-ml,In Stock,9/14/2026 18:21
1031,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil + Virgin Olive Oil,Wadi Food,482.45,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-500-ml-250-ml,In Stock,9/14/2026 18:21
1032,Seoudi Supermarket,Marvel Greek Extra Virgin Olive Oil,Marvel,714.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/marvel-greek-extra-virgin-olive-oil-1-liter,In Stock,9/14/2026 18:21
1033,Seoudi Supermarket,Hla Sunflower Oil,Hla,157.75,,EGP,Sunflower Oil,Oil,Sunflower Oil,1.5,l,,https://seoudisupermarket.com/en/hla-sunflower-oil-1-5-l,In Stock,9/14/2026 18:21
1034,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,Wadi Food,789.95,888.95,EGP,Olive Oil,Oil,Olive Oil,1,l,11,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-1-liter,In Stock,9/14/2026 18:21
1035,Seoudi Supermarket,Crystal Corn Oil Spray,Crystal,26.25,,EGP,Corn Oil,Oil,Corn Oil,200,ml,,https://seoudisupermarket.com/en/crystal-corn-oil-spray-200-ml,In Stock,9/14/2026 18:21
1036,Seoudi Supermarket,Crystal Sunflower Oil,Crystal,107.45,,EGP,Sunflower Oil,Oil,Sunflower Oil,1,l,,https://seoudisupermarket.com/en/crystal-sunflower-oil-1-liter,In Stock,9/14/2026 18:21
1037,Seoudi Supermarket,Crystal Sunflower Oil,Crystal,528.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,5,l,,https://seoudisupermarket.com/en/crystal-sunflower-oil-5-liter,In Stock,9/14/2026 18:21
1038,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying,Sunny,72.95,,EGP,Mixed Oil,Oil,Mixed Oil,700,ml,,https://seoudisupermarket.com/en/sunny-sunflower-oil-blend-700-ml,In Stock,9/14/2026 18:21
1039,Seoudi Supermarket,Isis Extra Virgin Olive Oil,Isis,204.95,239.95,EGP,Olive Oil,Oil,Olive Oil,250,ml,15,https://seoudisupermarket.com/en/isis-extra-virgin-olive-oil-250-ml,In Stock,9/14/2026 18:21
1040,Seoudi Supermarket,Hla Sunflower Oil,Hla,73.75,,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,,https://seoudisupermarket.com/en/hla-sunflower-oil-700-ml,In Stock,9/14/2026 18:21
1041,Seoudi Supermarket,Hla Sunflower Oil,Hla,224.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,2.25,l,,https://seoudisupermarket.com/en/hla-sunflower-oil-2-25-liter,In Stock,9/14/2026 18:21
1042,Seoudi Supermarket,Afia Plus Corn Oil,Afia,269.95,,EGP,Corn Oil,Oil,Corn Oil,2.2,l,,https://seoudisupermarket.com/en/afia-plus-corn-oil-2-2-liter,In Stock,9/14/2026 18:21
1043,Seoudi Supermarket,Crystal Sunflower Oil,Crystal,173.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,1.6,l,,https://seoudisupermarket.com/en/crystal-sunflower-oil-1-6-liter,In Stock,9/14/2026 18:21
1044,Seoudi Supermarket,Crystal Sunflower Oil,Crystal,77.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,,https://seoudisupermarket.com/en/crystal-sunflower-oil-700-ml,In Stock,9/14/2026 18:21
1045,Seoudi Supermarket,Al Asil Sunflower Oil,Al Asil,71.75,,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,,https://seoudisupermarket.com/en/al-asil-sunflower-oil-700-ml,In Stock,9/14/2026 18:21
1046,Seoudi Supermarket,"Zitouna Extra Virgin Olive Oil, Plastic Bottle",Zitouna,309.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/zitouna-extra-virgin-olive-oil-plastic-bottle-500-ml,In Stock,9/14/2026 18:21
1047,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,Wadi Food,312.45,,EGP,Olive Oil,Oil,Olive Oil,250,ml,,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-250-ml,In Stock,9/14/2026 18:21
1048,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying,Sunny,224.95,,EGP,Mixed Oil,Oil,Mixed Oil,2.4,l,,https://seoudisupermarket.com/en/sunny-sunflower-oil-2-4-liter,In Stock,9/14/2026 18:21
1049,Seoudi Supermarket,Crystal Corn Oil,Crystal,443.95,,EGP,Corn Oil,Oil,Corn Oil,3.5,l,,https://seoudisupermarket.com/en/crystal-corn-oil-3-5-liters,In Stock,9/14/2026 18:21
1050,Seoudi Supermarket,Mazzetti Organic Apple Vinegar,Mazzetti,364.95,,EGP,Other Oil,Oil,Other Oil,500,ml,,https://seoudisupermarket.com/en/mazzetti-organic-apple-vinegar-500-ml,In Stock,9/14/2026 18:21
1051,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,Wadi Food,239.95,273.45,EGP,Olive Oil,Oil,Olive Oil,250,ml,12,https://seoudisupermarket.com/en/%D9%88%D8%A7%D8%AF%D9%89-%D9%81%D9%88%D8%AF-%D8%B2%D9%8A%D8%AA-%D8%B2%D9%8A%D8%AA%D9%88%D9%86-%D9%85%D9%85%D8%AA%D8%A7%D8%B2250%D9%85%D9%84-6223000190623,In Stock,9/14/2026 18:21
1052,Seoudi Supermarket,Helwa Cooking Oil,Helwa,366.5,,EGP,Cooking Oil,Oil,Cooking Oil,4.5,l,,https://seoudisupermarket.com/en/helwa-cooking-oil-4-5-liter,In Stock,9/14/2026 18:21
1053,Seoudi Supermarket,Crystal Corn Oil,Crystal,134.25,,EGP,Corn Oil,Oil,Corn Oil,1,l,,https://seoudisupermarket.com/en/crystal-corn-oil-1-liter,In Stock,9/14/2026 18:21
1054,Seoudi Supermarket,Sunny Mixed Oil for Cooking & Frying,Sunny,399.95,,EGP,Mixed Oil,Oil,Mixed Oil,4.4,l,,https://seoudisupermarket.com/en/sunny-sunflower-oil-4-4-liter,In Stock,9/14/2026 18:21
1055,Seoudi Supermarket,Afia Sunflower Oil,Afia,237.25,,EGP,Sunflower Oil,Oil,Sunflower Oil,2.2,l,,https://seoudisupermarket.com/en/afia-sunflower-oil-2-2-liter,In Stock,9/14/2026 18:21
1056,Seoudi Supermarket,Helwa Cooking Oil,Helwa,178.45,181.25,EGP,Cooking Oil,Oil,Cooking Oil,2.25,l,2,https://seoudisupermarket.com/en/helwa-cooking-oil-2-25-liter,In Stock,9/14/2026 18:21
1057,Seoudi Supermarket,Qaleya Cooking Oil,Qaleya,366.75,,EGP,Cooking Oil,Oil,Cooking Oil,4.5,l,,https://seoudisupermarket.com/en/qaleya-cooking-oil-4-5-liter,In Stock,9/14/2026 18:21
1058,Seoudi Supermarket,Wadi Food Vergin Olive Oil,Wadi Food,224.95,253.95,EGP,Olive Oil,Oil,Olive Oil,250,ml,11,https://seoudisupermarket.com/en/wadi-food-vergin-olive-oil-250-ml,In Stock,9/14/2026 18:21
1059,Seoudi Supermarket,El Momtaz Mixed Oil for Cooking & Frying,El Momtaz,83.95,,EGP,Mixed Oil,Oil,Mixed Oil,1,l,,https://seoudisupermarket.com/en/el-momtaz-cooking-oil-1-liter,In Stock,9/14/2026 18:21
1060,Seoudi Supermarket,Hedya Oil,Hedaya,175.75,,EGP,Other Oil,Oil,Other Oil,2.1,l,,https://seoudisupermarket.com/en/hedya-oil-2-1-liter,In Stock,9/14/2026 18:21
1061,Seoudi Supermarket,Afia Corn Oil,Afia,95.25,,EGP,Corn Oil,Oil,Corn Oil,700,ml,,https://seoudisupermarket.com/en/afia-corn-oil-700-ml,In Stock,9/14/2026 18:21
1062,Seoudi Supermarket,Spritz Sunflower Oil Spray,Spritz,179.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,200,ml,,https://seoudisupermarket.com/en/spritz-sunflower-oil-spray-200-ml,In Stock,9/14/2026 18:21
1063,Seoudi Supermarket,Karma Foods Black Seed Oil,Karma Foods,264.95,,EGP,Black Seed Oil,Oil,Black Seed Oil,250,ml,,https://seoudisupermarket.com/en/karma-foods-black-seed-oil-250-ml,In Stock,9/14/2026 18:21
1064,Seoudi Supermarket,Helwa Cooking Oil,Helwa,55,64.25,EGP,Cooking Oil,Oil,Cooking Oil,700,ml,14,https://seoudisupermarket.com/en/helwa-cooking-oil-700-ml,In Stock,9/14/2026 18:21
1065,Seoudi Supermarket,Qalyea Cooking Oil,Qaleya,175.75,,EGP,Cooking Oil,Oil,Cooking Oil,2.1,l,,https://seoudisupermarket.com/en/qalyea-cooking-oil-2-1-liter,In Stock,9/14/2026 18:21
1066,Seoudi Supermarket,Al Asil Oil for Cooking & Frying,Al Asil,146.75,,EGP,Mixed Oil,Oil,Mixed Oil,1.5,l,,https://seoudisupermarket.com/en/al-asil-sunflower-oil-1-5-liter,In Stock,9/14/2026 18:21
1067,Seoudi Supermarket,Karma Foods Sesame Oil,Karma Foods,164.95,,EGP,Sesame Oil,Oil,Sesame Oil,250,ml,,https://seoudisupermarket.com/en/karma-foods-sesame-oil-250-ml,In Stock,9/14/2026 18:21
1068,Seoudi Supermarket,Helwa Sunflower Oil,Helwa,456.5,,EGP,Sunflower Oil,Oil,Sunflower Oil,4.5,l,,https://seoudisupermarket.com/en/helwa-sunflower-oil-4-5-liter,In Stock,9/14/2026 18:21
1069,Seoudi Supermarket,Karma Foods Pure Virgin Olive Oil,Karma Foods,274.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/karma-foods-pure-virgin-olive-oil-500-ml,In Stock,9/14/2026 18:21
1070,Seoudi Supermarket,Wadi Food Extra Virgin Olive Oil,Wadi Food,1631.95,,EGP,Olive Oil,Oil,Olive Oil,2,l,,https://seoudisupermarket.com/en/wadi-food-extra-virgin-olive-oil-2-liter,In Stock,9/14/2026 18:21
1071,Seoudi Supermarket,Katfa Sunflower Oil + Corn Oil,Katfa,134.95,180,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,25,https://seoudisupermarket.com/en/katfa-sunflower-oil-700-ml-corn-oil-700-ml,Out of Stock,9/14/2026 18:21
1072,Seoudi Supermarket,Imtenan Natural Coconut Oil,Imtenan,294.95,,EGP,Coconut Oil,Oil,Coconut Oil,250,ml,,https://seoudisupermarket.com/en/imtenan-natural-coconut-oil-250-ml,Out of Stock,9/14/2026 18:21
1073,Seoudi Supermarket,Imtenan Sesame Oil,Imtenan,249.95,,EGP,Sesame Oil,Oil,Sesame Oil,250,ml,,https://seoudisupermarket.com/en/imtenan-sesame-oil-250-ml,Out of Stock,9/14/2026 18:21
1074,Seoudi Supermarket,Le Blanc Sunflower Oil,Le Blanc,309.95,339.95,EGP,Sunflower Oil,Oil,Sunflower Oil,3,l,9,https://seoudisupermarket.com/en/le-blanc-sunflower-oil-3-liter,Out of Stock,9/14/2026 18:21
1075,Seoudi Supermarket,lliada Gold Extra Virgin Olive Oil,Iliada,1124.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/%D8%A7%D9%84%D9%8A%D8%A7%D8%AF%D8%A7-%D8%AC%D9%88%D9%84%D8%AF-%D8%A7%D9%83%D8%B3%D8%AA%D8%B1%D8%A7-%D9%81%D9%8A%D8%B1%D8%AC%D9%86-1%D9%84%D8%AA%D8%B1-5201043112476,Out of Stock,9/14/2026 18:21
1076,Seoudi Supermarket,Seoudi Extra Virgin Olive Oil,Seoudi,499,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/seoudi-extra-virgin-olive-oil-500-ml,Out of Stock,9/14/2026 18:21
1077,Seoudi Supermarket,Borges Extra Virgin Olive Oil,Borges,554.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/borges-extra-virgin-olive-oil-500ml,Out of Stock,9/14/2026 18:21
1078,Seoudi Supermarket,Katfa Sunflower Oil,Katfa,204.95,227.75,EGP,Sunflower Oil,Oil,Sunflower Oil,2.1,l,10,https://seoudisupermarket.com/en/katfa-sunflower-oil-2-1-liters,Out of Stock,9/14/2026 18:21
1079,Seoudi Supermarket,Katfa Corn Oil,Katfa,174.95,197.45,EGP,Corn Oil,Oil,Corn Oil,1.5,l,11,https://seoudisupermarket.com/en/katfa-corn-oil-1-5-liters,Out of Stock,9/14/2026 18:21
1080,Seoudi Supermarket,Monini Basil Olive Oil,Monini,327.75,,EGP,Olive Oil,Oil,Olive Oil,250,ml,,https://seoudisupermarket.com/en/monini-basil-olive-oil-250-ml,Out of Stock,9/14/2026 18:21
1081,Seoudi Supermarket,iliada Extra Olive Oil,Iliada,354.95,,EGP,Olive Oil,Oil,Olive Oil,250,g,,https://seoudisupermarket.com/en/iliada-extra-olive-oil-250-g,Out of Stock,9/14/2026 18:21
1082,Seoudi Supermarket,Isis Extra Virgin Olive Oil,Isis,574.95,674.95,EGP,Olive Oil,Oil,Olive Oil,750,ml,15,https://seoudisupermarket.com/en/isis-extra-virgin-olive-oil-750-ml,Out of Stock,9/14/2026 18:21
1083,Seoudi Supermarket,Karma Foods Virgin Olive Oil,Karma Foods,519.95,,EGP,Olive Oil,Oil,Olive Oil,1,l,,https://seoudisupermarket.com/en/karma-foods-virgin-olive-oil-1-liter,Out of Stock,9/14/2026 18:21
1084,Seoudi Supermarket,Slite Sunflower Oil,Slite,61.95,,EGP,Sunflower Oil,Oil,Sunflower Oil,700,ml,,https://seoudisupermarket.com/en/slite-sunflower-oil-700-ml,Out of Stock,9/14/2026 18:21
1085,Seoudi Supermarket,Devine Coconut Oil for Cooking,Divine,199.95,,EGP,Coconut Oil,Oil,Coconut Oil,300,ml,,https://seoudisupermarket.com/en/devine-coconut-oil-for-cooking-300-ml,Out of Stock,9/14/2026 18:21
1086,Seoudi Supermarket,Fahd Mixed Oil for Cooking & Frying,Fahd,48.45,,EGP,Mixed Oil,Oil,Mixed Oil,700,ml,,https://seoudisupermarket.com/en/fahd-mixed-oil-700-ml,Out of Stock,9/14/2026 18:21
1087,Seoudi Supermarket,Choice Flax Seed Oil,Choice,108.95,,EGP,Flaxseed Oil,Oil,Flaxseed Oil,250,ml,,https://seoudisupermarket.com/en/choice-flax-seed-oil-250-ml,Out of Stock,9/14/2026 18:21
1088,Seoudi Supermarket,Borges Canola Oil,Borges,379.95,,EGP,Canola Oil,Oil,Canola Oil,2,l,,https://seoudisupermarket.com/en/borges-canola-oil-2-liter,Out of Stock,9/14/2026 18:21
1089,Seoudi Supermarket,Borges Classic Olive Oil,Borges,449.75,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/borges-classic-olive-oil-500-ml,Out of Stock,9/14/2026 18:21
1090,Seoudi Supermarket,iliada Extra Virigin Olive Oil,Iliada,1062.95,,EGP,Olive Oil,Oil,Olive Oil,750,ml,,https://seoudisupermarket.com/en/iliada-extra-virigin-olive-oil-750-ml,Out of Stock,9/14/2026 18:21
1091,Seoudi Supermarket,iliada Gentle Extra Virgin Olive Oil,Iliada,479.95,687.95,EGP,Olive Oil,Oil,Olive Oil,500,ml,30,https://seoudisupermarket.com/en/iliada-gentle-extra-virgin-olive-oil-500-ml,Out of Stock,9/14/2026 18:21
1092,Seoudi Supermarket,Colavita Olive Oil,Colavita,549.95,,EGP,Olive Oil,Oil,Olive Oil,500,ml,,https://seoudisupermarket.com/en/colavita-olive-oil-500-ml,Out of Stock,9/14/2026 18:21
1093,Seoudi Supermarket,Iliada Blue Olive Oil,Iliada,564.95,812.95,EGP,Olive Oil,Oil,Olive Oil,750,ml,31,https://seoudisupermarket.com/en/iliada-blue-olive-oil-750-ml,Out of Stock,9/14/2026 18:21
