scrape_id,store,product_name,current_price,brand,product_type,category,subcategory,weight_value,weight_unit,original_price,currency,product_url,availability,search_term_ar,scraped_at,discount
92,Seoudi Supermarket,Borges Extra Virgin Olive Oil - 500 ml,554.95 EGP,,,Oil,,500.0,ml,,EGP,https://seoudisupermarket.com/en/borges-extra-virgin-olive-oil-500ml,Out of Stock,,2026-09-14 18:21:31.572371,
93,Seoudi Supermarket,Katfa Sunflower Oil - 2.1 Liters,204.95 EGP,,,Oil,,2.1,L,227.75 EGP,EGP,https://seoudisupermarket.com/en/katfa-sunflower-oil-2-1-liters,Out of Stock,,2026-09-14 18:21:31.573370,- 10%
94,Seoudi Supermarket,Katfa Corn Oil - 1.5 Liters,174.95 EGP,,,Oil,,1.5,L,197.45 EGP,EGP,https://seoudisupermarket.com/en/katfa-corn-oil-1-5-liters,Out of Stock,,2026-09-14 18:21:31.573370,- 11%
95,Seoudi Supermarket,Monini Basil Olive Oil - 250 ml,327.75 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/monini-basil-olive-oil-250-ml,Out of Stock,,2026-09-14 18:21:31.574371,
96,Seoudi Supermarket,iliada Extra Olive Oil - 250 g,354.95 EGP,,,Oil,,250.0,g,,EGP,https://seoudisupermarket.com/en/iliada-extra-olive-oil-250-g,Out of Stock,,2026-09-14 18:21:31.574371,
97,Seoudi Supermarket,Isis Extra Virgin Olive Oil - 750 ml,574.95 EGP,,,Oil,,750.0,ml,674.95 EGP,EGP,https://seoudisupermarket.com/en/isis-extra-virgin-olive-oil-750-ml,Out of Stock,,2026-09-14 18:21:31.575370,- 15%
98,Seoudi Supermarket,Karma Foods Virgin Olive Oil - 1 Liter,519.95 EGP,,,Oil,,1.0,L,,EGP,https://seoudisupermarket.com/en/karma-foods-virgin-olive-oil-1-liter,Out of Stock,,2026-09-14 18:21:31.575370,
99,Seoudi Supermarket,Slite Sunflower Oil - 700 ml,61.95 EGP,,,Oil,,700.0,ml,,EGP,https://seoudisupermarket.com/en/slite-sunflower-oil-700-ml,Out of Stock,,2026-09-14 18:21:31.576373,
100,Seoudi Supermarket,Devine Coconut Oil for Cooking - 300 ml,199.95 EGP,,,Oil,,300.0,ml,,EGP,https://seoudisupermarket.com/en/devine-coconut-oil-for-cooking-300-ml,Out of Stock,,2026-09-14 18:21:38.843671,
101,Seoudi Supermarket,Fahd Mixed Oil for Cooking & Frying - 700 ml,48.45 EGP,,,Oil,,700.0,ml,,EGP,https://seoudisupermarket.com/en/fahd-mixed-oil-700-ml,Out of Stock,,2026-09-14 18:21:38.844671,
102,Seoudi Supermarket,Choice Flax Seed Oil - 250 ml,108.95 EGP,,,Oil,,250.0,ml,,EGP,https://seoudisupermarket.com/en/choice-flax-seed-oil-250-ml,Out of Stock,,2026-09-14 18:21:38.845671,
103,Seoudi Supermarket,Borges Canola Oil - 2 Liter,379.95 EGP,,,Oil,,2.0,L,,EGP,https://seoudisupermarket.com/en/borges-canola-oil-2-liter,Out of Stock,,2026-09-14 18:21:38.846671,
104,Seoudi Supermarket,Borges Classic Olive Oil - 500 ml,449.75 EGP,,,Oil,,500.0,ml,,EGP,https://seoudisupermarket.com/en/borges-classic-olive-oil-500-ml,Out of Stock,,2026-09-14 18:21:38.847672,
105,Seoudi Supermarket,iliada Extra Virigin Olive Oil - 750 ml,"1,062.95 EGP",,,Oil,,750.0,ml,,EGP,https://seoudisupermarket.com/en/iliada-extra-virigin-olive-oil-750-ml,Out of Stock,,2026-09-14 18:21:38.848672,
106,Seoudi Supermarket,iliada Gentle Extra Virgin Olive Oil - 500 ml,479.95 EGP,,,Oil,,500.0,ml,687.95 EGP,EGP,https://seoudisupermarket.com/en/iliada-gentle-extra-virgin-olive-oil-500-ml,Out of Stock,,2026-09-14 18:21:38.849671,- 30%
107,Seoudi Supermarket,Colavita Olive Oil - 500 ml,549.95 EGP,,,Oil,,500.0,ml,,EGP,https://seoudisupermarket.com/en/colavita-olive-oil-500-ml,Out of Stock,,2026-09-14 18:21:38.850686,
108,Seoudi Supermarket,Iliada Blue Olive Oil - 750 ml,564.95 EGP,,,Oil,,750.0,ml,812.95 EGP,EGP,https://seoudisupermarket.com/en/iliada-blue-olive-oil-750-ml,Out of Stock,,2026-09-14 18:21:38.851671,- 31%
